Ticker,MarketCap
FTNT,44911915008
URI,44836175872
DXCM,44803080192
KMI,44798185472
ALC,44628717568
CCI,44477775872
GWW,44389388288
ARES,44149567488
PRU,43968856064
KDP,43961135104
CHTR,43846332416
JD,43810484224
COR,43713314816
LHX,43706064896
AMP,43688054784
D,43276836864
DASH,43107713024
BCS,42822676480
ALL,42770067456
MPLX,42714296320
DDOG,42643607552
LEN,42526363648
SE,42443722752
TAK,42379157504
PAYX,42184065024
FIS,42041450496
RCL,41996783616
SQ,41027117056
ODFL,40580145152
MPWR,40443998208
LNG,40370921472
TRP,40296112128
IDXX,40284430336
HLN,40159289344
OTIS,40125014016
IQV,39965573120
FERG,39455834112
VRSK,39248465920
AME,39190183936
MSCI,39091597312
KHC,39076175872
BSBR,39035400192
FICO,38733594624
PWR,38666928128
CPNG,38656344064
EA,38611296256
GLW,38599254016
IR,38588461056
CMI,38302846976
A,38175465472
NUE,38141337600
PEG,38115573760
KR,38096125952
STM,37808902144
HSY,37744017408
WDS,37604745216
IMO,37578412032
AEM,37177651200
CVE,37070848000
FANG,36963577856
DOW,36855025664
FAST,36740341760
GEHC,36489814016
YUM,36478382080
ACGL,36437938176
CTVA,36437905408
EL,36422930432
LULU,36150579200
FLUT,36122750976
CNC,35939065856
NDAQ,35860353024
SYY,35700330496
NWG,35429683200
EXC,35321061376
HPQ,35306446848
BIDU,35300134912
GIS,35269242880
EXR,35038330880
CTSH,34890940416
VRT,34748571648
IT,34728775680
BKR,34665639936
BIIB,34477367296
KVUE,34313394176
MLM,34238666752
CCEP,34007681024
WIT,33990348800
DD,33745172480
VMC,33662101504
ABEV,33575436288
XYL,33432231936
ALNY,33016940544
DFS,32950009856
TCOM,32839067648
DB,32796444672
HWM,32519940096
QSR,32356399104
GRMN,32048216064
ON,31979145216
GOLD,31856197632
VST,31820388352
ADM,31758249984
ED,31631106048
LVS,31530387456
EFX,31284707328
ROK,31275583488
CSGP,30719574016
VICI,30679924736
LYB,30660571136
PPG,30409957376
FER,30338355200
CDW,30086336512
VEEV,30067271680
XEL,30042734592
HIG,29973291008
HAL,29768245248
TRGP,29628043264
ZS,29622935552
BCE,29443678208
RMD,29361569792
GFS,29210437632
DVN,29147580416
DAL,29058445312
SLF,28949170176
MTD,28932229120
DG,28924987392
AVB,28833187840
PINS,28775118848
WAB,28687255552
CBRE,28583725056
ORAN,28575111168
EIX,28572911616
ANSS,28570669056
CHT,28369371136
TSCO,28334624768
RKT,28130230272
NET,27873218560
IRM,27695206400
ICLR,27664173056
HPE,27559501824
ARGX,27440527360
RYAAY,27396325376
HEI,27373793280
EBAY,27125569536
CCL,27119499264
NTAP,27054733312
ASX,26986700800
APP,26982440960
WPM,26881638400
SNAP,26863826944
WTW,26783789056
PUK,26547826688
AWK,26537816064
IX,26519879680
TTWO,26516606976
FTV,26395136000
BRO,26240053248
TROW,26164060160
FITB,26037305344
MTB,25840678912
TME,25749780480
EQR,25652615168
TECK,25627342848
KSPI,25507258368
OWL,25422952448
WDC,25416704000
WEC,25370378240
CHD,25366816768
NVR,25291194368
FCNCA,25258907648
PHG,25057753088
RJF,25021442048
DOV,25020506112
HUBS,25018462208
FSLR,24988721152
IFF,24912297984
CQP,24903909376
BBD,24881620992
GPN,24717133824
TEF,24700397568
RBLX,24664752128
NTR,24568172544
FNV,24517220352
VOD,24474720256
KEYS,24431970304
WST,24393136128
SW,24335523840
TER,24166137856
MSTR,24106633216
BR,24051994624
VLTO,23968843776
PHM,23932712960
ROL,23926339584
GIB,23847186432
SOJC,23557601280
DTE,23418023936
KB,23398817792
CCJ,23346151424
ETR,23166840832
CAH,23046311936
STT,23043301376
EC,23004737536
BBDO,22964822016
DLTR,22938824704
TW,22905178112
LI,22748055552
FE,22712739840
TU,22707185664
DECK,22633187328
SBAC,22547988480
STX,22281932800
ZBH,22252568576
LYV,22190755840
SYM,22101860352
AXON,21973030912
TYL,21898018816
ARE,21835892736
MBLY,21821210624
PBA,21723758592
INVH,21714401280
NOK,21670791168
STE,21533192192
PKX,21527609344
PTC,21526378496
VTR,21444927488
ERIC,21295761408
PSTG,21270302720
ENTG,21208754176
WY,21097752576
CUK,21094770688
ES,20924651520
PPL,20822149120
UMC,20709777408
MKL,20433260544
BNTX,20431132672
STLD,20391149568
HUBB,20335183872
BAH,20311017472
CSL,20279318528
TSN,20247140352
LDOS,20137121792
CTRA,20085807104
WRB,20049012736
GDDY,20033351680
IOT,20002519040
RCI,19890632704
LII,19869921280
LPLA,19814293504
WSM,19757989888
CPAY,19705393152
SYF,19699748864
FTS,19685689344
PFG,19660128256
APTV,19520450560
HBAN,19514152960
AEE,19498911744
WSO,19496548352
TLK,19461335040
K,19432345600
TEVA,19373807616
HOOD,19369545728
ALGN,19294697472
SHG,19259924480
CHKP,19190632448
ULTA,19125688320
MKC,19117656064
CINF,19023611904
GPC,19018493952
AER,18991343616
CNP,18980612096
RF,18980515840
ERIE,18953519104
ILMN,18797400064
WLK,18789220352
BALL,18784075776
BEKE,18715832320
TDY,18691104768
BBY,18557874176
ESS,18494693376
MT,18315397120
MDB,18248187904
CRBG,18204403712
KOF,18149298176
CMS,18112212992
ATO,18084870144
WBD,18083287040
OMC,18073520128
TPL,18022737920
BEP,18015657984
DKNG,18003707904
BAX,17970337792
BLDR,17932613632
FITBI,17915195392
WAT,17876584448
CBOE,17869871104
HOLX,17851004928
NMR,17799778304
NTRS,17770860544
J,17671311360
EME,17658279936
SWKS,17645963264
COO,17624111104
AVY,17550168064
ZM,17505077248
VRSN,17415061504
FWONA,17402267648
TS,17401843712
LH,17383026688
CFG,17381765120
FWONK,17381404672
IHG,17346621440
EXPD,17341507584
DKS,17147981824
EXPE,17051667456
MOH,17005119488
L,16964128768
HRL,16931658752
MAA,16907021312
ZBRA,16882017280
JBHT,16841750528
TXT,16815838208
RS,16796821504
CLX,16744889344
DRI,16704291840
RIVN,16681563136
GMAB,16653452288
NRG,16598859776
EG,16503686144
DPZ,16500776960
PKG,16418666496
EQT,16414010368
ZTO,16330208256
BGNE,16256401408
LUV,16131381248
BURL,16114788352
FOX,16076641280
FOXA,16066155520
MRO,16022370304
NWSA,16001541120
NWS,15989558272
EBR,15980833792
RPRX,15972477952
FDS,15949792256
DGX,15944478720
BMRN,15932831744
SUI,15897333760
BAM,15705415680
OKTA,15687074816
GEN,15656779776
BG,15644831744
RTO,15611732992
WMG,15609926656
SSNC,15549197312
TPG,15484359680
WES,15478374400
H,15447608320
IEX,15400228864
TRU,15359629312
CG,15330929664
UDR,15312033792
AMH,15268986880
MAS,15243086848
CE,15195779072
ENPH,15195516928
CVNA,15192585216
OC,15177018368
UAL,15006569472
IP,14891859968
MANH,14848813056
VIK,14844209152
VIV,14773052416
NBIX,14743320576
RYAN,14678793216
BSY,14637000704
GFI,14526238720
RBA,14484326400
AVTR,14454780928
UTHR,14382731264
MGM,14379090944
SRPT,14378015744
AKAM,14333791232
DOC,14311406592
GFL,14294604800
KEY,14265472000
PODD,14261443584
LOGI,14202167296
AMCR,14200465408
GRAB,14191269888
SNA,14128558080
BIP,14056984576
FNF,14022575104
RPM,14009414656
NTNX,13986739200
RGA,13938693120
SIRI,13886333952
JHX,13852704768
PR,13816766464
TRMB,13736699904
AGR,13704023040
KIM,13691294720
CASY,13686389760
LNT,13667565568
EQH,13666794496
CELH,13639900160
NTRA,13607799808
GGG,13593460736
CAG,13562647552
RVTY,13548552192
TOST,13534873600
CPB,13528973312
BLD,13488477184
MEDP,13477469184
NDSN,13473631232
BAP,13422414848
SWK,13378241536
VTRS,13323591680
ACGLO,13317753856
NI,13312416768
AES,13250386944
RDY,13246777344
NVT,13088937984
DT,13082735616
THC,13062170624
ARCC,13040071680
PNR,13029642240
JBL,12992856064
PAA,12983834624
ELS,12944873472
ALLY,12861435904
CF,12856885248
OVV,12855135232
EDU,12848625664
MORN,12846763008
MGA,12798323712
USFD,12790001664
HST,12765400064
GLPI,12711675904
CNA,12706847744
TFII,12661296128
AOS,12642953216
WMS,12631123968
WPC,12597754880
CNH,12593661952
INSM,12565056512
EVRG,12563319808
TOL,12477108224
SUZ,12468911104
KMX,12441057280
SNN,12340273152
UHS,12314303488
DVA,12296781824
INCY,12271815680
ESTC,12267846656
YUMC,12265468928
CLH,12214142976
XPO,12189162496
AU,12186810368
BCH,12172548096
POOL,12164027392
SQM,12158468096
BEN,12144809984
AZPN,12079797248
JNPR,12076554240
TECH,12034765824
BJ,12024762368
FLEX,12017958912
LAMR,12015362048
JKHY,11965805568
SAIA,11951492096
UWMC,11934445568
SJM,11821513728
ONON,11820522496
UHAL,11800305664
REG,11754988544
ZI,11748916224
ACM,11725980672
COHR,11723487232
ELF,11683999744
ZG,11667579904
QRVO,11661934592
FMS,11642647552
CYBR,11640116224
CPT,11633622016
FTI,11619058688
Z,11578744832
EMN,11559982080
CHWY,11542896640
RL,11520393216
RNR,11516517376
MNDY,11515075584
ALB,11510594560
BXP,11498159104
RDDT,11481602048
VFS,11456347136
FIX,11405288448
LW,11383786496
LKQ,11380664320
ACI,11344372736
GWRE,11328177152
KGC,11288181760
WING,11266332672
YPF,11246991360
AEG,11245372416
TXRH,11188092928
DOCU,11114032128
ONTO,11111715840
APA,11057810432
LECO,11049315328
JEF,11007125504
REXR,10990512128
EPAM,10968176640
WTRG,10949165056
CHK,10939887616
IPG,10909441024
GME,10892000256
ITT,10876443648
TAP,10866410496
CRL,10860726272
TTEK,10845507584
NICE,10820171776
WWD,10784023552
CW,10783026176
CHRD,10677685248
TFX,10565112832
EWBC,10542865408
SBS,10539724800
OLED,10536312832
CTLT,10508603392
ALLE,10478894080
AFG,10443957248
SCI,10426548224
CUBE,10357097472
SKX,10354378752
WPP,10348947456
JLL,10347500544
APG,10335134720
AMKR,10324369408
CHDN,10302117888
BIRK,10287393792
FND,10272081920
SN,10254510080
CNM,10253256704
PAG,10229858304
FFIV,10174352384
CHRW,10118179840
HTHT,10105736192
AR,10088795136
XP,10052080640
TPR,9995124736
PFGC,9983938560
NLY,9976270848
HII,9938374656
CX,9901914112
FTAI,9869107200
WBA,9867233280
MUSA,9777097728
TWLO,9756804096
UNM,9754172416
NIO,9736648704
UI,9726425088
CAVA,9712334848
STN,9695694848
CACI,9686781952
SNX,9662072832
BPYPP,9648162816
BRKR,9643129856
BSAC,9636657152
LNW,9628508160
GMED,9551230976
MMYT,9534017536
HLI,9521633280
PCOR,9494297600
FUTU,9493240832
MKSI,9488159744
WYNN,9482887168
TTC,9479541760
COKE,9466090496
KEP,9430465536
ATR,9415726080
RRX,9413740544
ASR,9308700672
DINO,9244673024
WFRD,9232778240
DOX,9204969472
AFRM,9153190912
CART,9150644224
GPS,9121554432
QGEN,9117912064
APPF,9115249664
WIX,9085805568
PNW,9085287424
FHN,9053399040
MOS,9026321408
GNRC,8998207488
CCK,8990358528
PPC,8984878080
RGLD,8932470784
AGNCM,8922925056
PCVX,8916838400
ULS,8914178048
RZB,8899954688
KNSL,8888093696
BWXT,8885849088
ANF,8882612224
TKO,8862999552
FN,8846899200
HESM,8844781568
LEGN,8840725504
EGP,8790667264
FRT,8772966400
AGNCN,8771738624
OHI,8758583296
SEIC,8758324224
COTY,8756495360
ROKU,8746672128
ALV,8726616064
YMM,8711097344
PAAS,8710727680
X,8710689792
ARMK,8693200896
CGNX,8691247104
KBR,8690342912
EVR,8689129472
CROX,8681671680
PSO,8670044160
AIZ,8660314112
EHC,8650855424
NYT,8643580928
SF,8643187712
DCI,8641466368
FBIN,8606685184
ALAB,8585352704
LNTH,8569809920
DSGX,8552672256
TREX,8537835520
SOLV,8523238400
TPX,8480712704
OTEX,8468785664
BZ,8466189312
ORI,8454006272
BIO,8448686592
PSN,8442307072
CZR,8417424384
INFA,8416718848
WCC,8410697216
RBC,8399795200
PAYC,8395732480
MTCH,8381825024
CR,8375918080
ESLT,8369644032
BBWI,8351071744
HSIC,8336119808
EDR,8310720512
SFM,8309447680
DUOL,8304023040
ROIV,8303235072
GPK,8278500864
GTLB,8275512320
EXAS,8274324992
RRC,8268728832
ITCI,8268634112
MTZ,8266057216
ALTR,8242675200
PARAA,8238528000
GLOB,8235313152
MTSI,8229526016
PARA,8209544704
CIB,8209201664
XPEV,8201297920
NCLH,8198973440
PRI,8189865472
PAC,8187255808
WF,8182779904
SKM,8179822592
HAS,8155273728
MKTX,8107283456
NNN,8085690368
CHE,8074927616
LSCC,8069823488
DAY,8060794880
KNX,8001360896
IEP,7984391168
WBS,7982720000
FLR,7980924416
CFLT,7958588928
GNTX,7893777920
GL,7868759552
LCID,7844310528
AXTA,7824107008
FCN,7786003456
LBRDK,7772126720
LBRDA,7764304384
ASND,7754252800
MHK,7745316864
COLD,7736067072
VIPS,7726103040
EXP,7713461248
PCTY,7697794048
MTDR,7697677824
SUN,7671130624
SWN,7659293696
WEX,7642651136
NXT,7632292352
DLB,7628977152
DDS,7609709568
LEVI,7604232192
ENSG,7577020416
LSXMB,7570421248
CLF,7557691392
MSA,7551143424
BWA,7549411840
HLNE,7538150912
INGR,7529439744
AYI,7494143488
LSXMA,7490775552
LSXMK,7480863232
CERE,7479105024
TIMB,7457127424
SSD,7455624704
CBSH,7445729280
HRB,7427182080
CMA,7395702784
AIT,7380816896
AGNC,7378329088
BPMC,7375644672
WAL,7367527424
OGE,7341059584
PHYS,7330220544
TX,7327196160
BILI,7297059328
VOYA,7294780928
TKC,7288659968
AAON,7281277440
NOV,7265996800
AGCO,7255254528
CRUS,7227603968
PEN,7221900800
ATI,7201400320
BRBR,7199956992
UFPI,7199886848
IVZ,7192797696
WSC,7190204416
DBX,7175812608
FSV,7167053312
SOFI,7157379072
SPSC,7155234304
RVMD,7152142848
BROS,7103106560
AM,7098304512
LAD,7095542784
CLS,7085675520
KEX,7084033024
FMC,7078428672
PATH,7070944256
VNOM,7070663168
SPXC,7069583360
RGEN,7049862144
AAL,7039845376
BRX,7036838400
RMBS,7033788416
AA,7033403904
DRS,7020628480
ZION,7006230016
BERY,7001280000
LBTYA,6993092608
OSK,6976335360
AGI,6971295744
LBTYK,6964189696
GGB,6963346432
CIVI,6955323392
STAG,6945273856
CCCS,6938060288
IONS,6905604096
FR,6888016384
CIEN,6887780352
GRFS,6878450176
DTM,6861729792
AN,6856781312
LBTYB,6846146560
CMSA,6840064512
ETSY,6808423936
YNDX,6797281792
CACC,6785671680
ALSN,6766657536
BRFS,6757490176
HCP,6757055488
ELAN,6752997376
MLI,6740846080
NVMI,6738160640
GKOS,6736395776
W,6735413248
MIDD,6727514624
ESI,6726958592
HALO,6722612736
BPOP,6718386688
HR,6699439616
MTN,6699329536
JAZZ,6687136768
LEA,6678813184
SUM,6669424128
ADT,6654834176
TLN,6654604800
FYBR,6646280192
GIL,6634859520
CYTK,6597458944
HQY,6589313024
RHI,6579299328
NSIT,6569109504
EXEL,6568656896
KT,6566012416
PNFP,6563089408
CFR,6555223552
BNRE,6525299200
PLNT,6516450304
LFUS,6511605760
BFAM,6510971392
GTLS,6505324032
ARW,6495112192
POST,6475178496
VKTX,6465012736
TAL,6456764416
IBP,6456724480
U,6451177472
ADC,6439617024
STWD,6420768256
WTFC,6410640896
NE,6399955456
LSTR,6386020352
RLI,6382930432
HMY,6374808064
GGAL,6353175040
MTH,6346745344
FLS,6344406016
S,6329400320
WFG,6323365376
KVYO,6316369920
AZEK,6300973056
MUR,6295285248
CMC,6291212288
SSB,6290254336
TMHC,6282381824
CIGI,6278193152
TRNO,6273678336
ACHC,6226103296
GXO,6225990144
SNV,6216377856
CHX,6204046336
WTS,6203612672
MDGL,6187154944
OLLI,6184937472
ENLC,6182864896
TEM,6178797568
FRPT,6169625088
GLBE,6162004992
PB,6145781760
VNT,6142803968
ESNT,6139564544
FOUR,6111529984
BOKF,6103763968
SMMT,6093187072
MNSO,6093037568
PVH,6084450304
ALGM,6069315072
DAR,6068444160
KD,6062491648
BECN,6061345280
ST,6046895616
LPX,6030465024
OBDC,6029169664
CIG,6025577472
RRR,6024433152
RHP,6016589312
AS,6012474368
SQSP,6004661248
SMAR,5975682560
VNO,5968500224
SAIC,5962799104
AXS,5957524480
RBRK,5946646528
MTG,5944889856
NOVT,5943670784
CAE,5942710272
CHH,5934534144
WHR,5925241344
BXSL,5921348608
MASI,5921306112
JXN,5920404992
CWST,5901468672
OMF,5891008512
WH,5881307648
SITE,5860391936
CAMT,5845154304
UNMA,5822126592
FAF,5805432320
PDI,5804418048
MAT,5795673600
ONB,5782944256
ESAB,5781708800
TKR,5775232512
SIGI,5768552960
VVV,5757885952
NXST,5740964352
FIVE,5740050432
G,5737730560
STVN,5714510336
DJTWW,5709012992
ETRN,5691091456
MOD,5684300800
FSK,5683939328
OLN,5680857088
VERX,5678723584
DJT,5671668224
ICL,5669242368
BMI,5666958336
KRYS,5666129408
JHG,5648262656
REYN,5642205184
ELP,5630020096
PHI,5602332160
BLCO,5597350912
BEPC,5580703232
KBH,5551544320
R,5474655744
VMI,5465866240
VAL,5464118784
LYFT,5459138560
ERJ,5457397248
HXL,5453967360
COOP,5446272000
CRS,5433100800
LNC,5430662656
FSS,5420278272
SRCL,5411632128
M,5406350336
CADE,5405241856
BILL,5404495872
BYD,5397089280
CVLT,5382539776
MARA,5378609152
OGN,5376160256
NSA,5371524608
VRNS,5371099136
AL,5353411584
RITM,5344849408
XRAY,5338192896
JSM,5328582144
BCPC,5327181312
MGY,5312259584
MMS,5306795520
FG,5301033472
ELPC,5278414336
RCM,5272006656
STEP,5269861376
AMG,5262899712
QLYS,5252029440
EXLS,5249996288
PSLV,5224995840
VFC,5222741504
FUN,5210713088
FRO,5198291968
SM,5190999552
CBT,5187087360
FNB,5185839616
ATKR,5185517056
ZWS,5182636544
SWX,5175225856
THO,5169230336
MDU,5161424896
AWI,5159529472
SATS,5144369664
BC,5140512768
SEE,5140209664
AUR,5138874368
EPRT,5126139392
TDW,5121098752
NFG,5120746496
KRG,5114966528
TNET,5113517056
DY,5096692224
LANC,5093595648
SSL,5091021312
CWAN,5075658752
MMSI,5074371072
NEU,5074014720
GATX,5070846976
CRDO,5064571904
TENB,5049512448
NUVL,5035053056
BBIO,5030027264
OPCH,5026758656
DOCS,5022263296
VRN,5020981760
PFSI,5014358528
CWEN,5009415680
SLMBP,5008786944
HOMB,4994002432
LOAR,4980343808
PEGA,4980277248
DOOO,4971517440
OZK,4957482496
RDN,4938958336
RH,4936396800
EXPO,4935287296
AVAV,4932998144
ACT,4923239424
ABG,4909913600
BCC,4876483072
CSAN,4874667008
SON,4873566720
USM,4858214912
BMA,4850446336
PBF,4833854464
UGI,4831787008
CRSP,4824197120
IDA,4821573120
SEM,4813784576
ALK,4809206784
CEF,4786358784
VRRM,4784263168
RNA,4775244288
AVT,4773882368
SLM,4770034176
ZK,4748680192
ASH,4747064832
ITRI,4743813120
SIM,4743510016
TMDX,4740665344
ESGR,4734762496
BIPC,4727869440
CRC,4721856000
APLS,4719923712
EEFT,4714172928
FCFS,4712397824
LPL,4710000128
FRHC,4708844544
ACLS,4703223808
PACS,4700016128
FIZZ,4689293824
COLM,4680846848
MSGS,4653646336
UGP,4652346880
PI,4639010816
SLGN,4635102720
BCO,4631606272
IBRX,4630047744
BHFAL,4624175104
BGC,4609144320
UBSI,4608831488
FORM,4607820800
POR,4593636864
LOT,4578119168
HOG,4575221760
FLO,4564890112
HAE,4559283712
NVEI,4539243008
RIG,4537357312
PECO,4536213504
FELE,4522781696
TSEM,4522770432
PAGP,4520467456
HIMS,4520171520
VIST,4515635712
GBCI,4514583040
COLB,4508955136
CRVL,4501166080
URBN,4487831552
CNXC,4486795776
PII,4479824896
THG,4475609600
ORA,4468788736
MAIN,4455411200
WTM,4437430272
IMVT,4435101184
RDNT,4420984832
AGO,4418749440
PJT,4417752064
FFIN,4410929664
BVN,4400325120
JOBY,4399418880
FUL,4385717760
MSM,4379838976
HGV,4367970304
NJR,4364980736
UMBF,4342124544
MATX,4329452544
IRT,4327042048
HWC,4322852352
CSWI,4320684032
KNF,4309130752
AQN,4306920448
DTW,4305456128
DNB,4270015488
AEIS,4262476800
WU,4257991424
ACIW,4236579328
MC,4227614208
PAGS,4224473344
NXE,4223705088
STNG,4220327680
RYN,4220310528
NFE,4220217088
SNDR,4219945216
GBDC,4218127872
POWI,4214719488
ENS,4211157504
LOPE,4209767936
TIGO,4207759872
IAC,4205701632
ASGN,4179653888
SKY,4178622464
DYN,4174235648
AEO,4166280192
GTES,4162476544
CRNX,4160627200
STNE,4146779904
ACA,4141172224
IGT,4121600512
CPRI,4100212480
PTEN,4093332992
ENIC,4060073728
KRC,4054534912
CPA,4039053312
INSP,4030000128
ALIT,4026579968
AMR,4020070400
SPR,4019295744
AXSM,4015770112
SIG,4014120960
IPGP,4011824384
WK,4004959232
CNX,3984369664
RARE,3975082240
NOG,3974493440
AVNT,3973255680
BLKB,3973144576
HAFN,3969685504
GPI,3969289984
SLG,3965965824
GOLF,3957459712
ALKS,3944541184
QTWO,3938921216
OSCR,3934359808
ITGR,3929648896
KMPR,3928830464
IQ,3915424768
AB,3910969344
FROG,3910709248
HUN,3906249728
ASO,3903787264
IPAR,3903036160
BKH,3900246016
BTG,3895096576
SANM,3895060736
BHFAP,3884623616
NYCB,3883695104
TPH,3880139776
BRZE,3876053760
LITE,3875508224
BOOT,3868589568
STR,3846077696
HGTY,3845536512
BDC,3844496896
JWN,3829370112
FRSH,3814437376
NNI,3813807360
CNS,3812768000
VLY,3808688896
ALTM,3800796672
DIOD,3799604480
PRGO,3795148800
SLAB,3790703104
IBOC,3789688320
LTH,3786812672
CLVT,3782226944
CBZ,3781208576
HRI,3767775744
ZETA,3767563776
MRUS,3761940736
ABCB,3758054912
PWSC,3740301824
LAZ,3724994560
AI,3718952192
KAI,3714161920
HL,3713899520
MHO,3709569792
HASI,3704521728
CTRE,3697926144
CAR,3695901696
BOX,3690389248
AAP,3680484608
ALE,3677943808
TGS,3675010048
CUZ,3671621376
SMPL,3670484992
HP,3669597184
SFBS,3666840320
GH,3666175232
OGS,3661454336
TFSL,3656260864
TEX,3655399424
NCNO,3653916928
OTTR,3642870528
KTB,3635630336
SMG,3626622464
INST,3619014400
SBRA,3616199168
STRL,3615041792
CC,3612193024
HBM,3608055808
PIPR,3602159872
HCC,3599334144
ALVO,3593133568
GLNG,3586648064
SDRL,3585895680
SHAK,3585052672
WAY,3576523520
ESGRP,3567226880
RUN,3562124544
SR,3557854208
WHD,3556019456
ESGRO,3553758464
SITM,3550114304
PRKS,3539478784
QS,3536686592
SYNA,3525152000
TRMD,3524881408
AX,3524009472
VIRT,3522717440
PRCT,3513558272
OMAB,3511729920
NEOG,3510132736
ARWR,3508649984
HHH,3507596544
MAC,3504828928
DXC,3495493120
